Mixture	Mast Cells	Neutrophil Cells	Eosinophil Cells	B_cell_average	Plasma Cells	M0 Macrophage	M1 Macrophage	M2 Macrophage	Monocyte	NK_average	DC_average	Th_average	T_CD4_average	T_CD8_average	P-value	Correlation	RMSE
BAT_1	0.0141367263885634	0	0	0.183955813716686	0.0793376373841942	0	0.0946555212328603	0.0821963008057484	0.120818796537203	0	0	0	0.307569294159654	0.117329909775092	0.096	0.124230929402958	1.02910722205358
BAT_12	0.0593824941216418	0	0	0	0.000413058962822763	0	0.136349407988144	0.334154415837717	0.34623623328202	0.0347522012149328	0	0	0.0887121885927212	0	0.604	-0.0060170650998757	1.07666885194085
BAT_13	0.0472924357750363	0	0	0.0742855913875349	0.00818700964216279	0.151021874865918	0.139053042143473	0.0753509032587999	0.283910776098558	0.0889611787483557	0	0	0.131937188080161	0	0.772	-0.0206174250003487	1.06698471719466
BAT_16	0.0544203219674203	0	0	0.031649953448093	0	0.29507834361956	0.143760813932202	0.116983108293282	0.295485539845353	0.0342496031848497	0	0	0.0283723157092399	0	0.948	-0.0369946625486555	1.09033407003391
BAT_17	0.119329534021469	0	0	0.00180470872182643	0.00607711099116468	0.279447582156815	0.17386521344352	0	0.215356845726348	0.0212849915243582	0	0	0.182834013414498	0	0.978	-0.0472954293878817	1.08956969637835
BAT_18	0.0166419457111363	0	0.00104309048322495	0.0423681237957026	0	0	0.184163273123176	0.394421776796629	0.299262196274953	0.00228828491621122	0	0.0138481486274123	0.0459631602715549	0	0.638	-0.00990162034612192	1.08663212801236
BAT_2	0.0724683105135866	0	0.00230795766116984	0.111560723757667	0	0	0.151911522386445	0.182928000056675	0.285756759338002	0.0106092781728831	0	0	0.182457448113572	0	0.604	-0.00542430427827709	1.06467688127164
BAT_22	0.0517769621008904	0	0	0.0532194367030445	0.0828824083313884	0	0.0717264441389692	0.365966441764199	0.145313549391847	0	0	0	0.173343071657129	0.0557716859125329	0.69	-0.0139735691999229	1.05861861693899
BAT_24	0.10416242095682	0	0	0	0.00287313395186074	0.00173824266852712	0.103928583053895	0.319695403901341	0.371829814121032	0	0	0	0.0957724013465244	0	0.958	-0.0390061712141538	1.09152313927768
BAT_25	0.0310165471884216	0	0	0.0208562441769894	0.000542481881072216	0	0.129054594864825	0.380729408544256	0.374043333752104	0.0158362749035853	0	0.00723308291957434	0.0406880317691724	0	0.736	-0.0168520551939791	1.08690968162062
BAT_27	0.0617695900965023	0	0	0.0676637694144252	0.00231787821056228	0	0.0652000170861596	0.243087050306371	0.279559293862783	0	0	0	0.20837453823988	0.0720278627833163	0.88	-0.0283411901383381	1.06857240372074
BAT_30	0.0560414965025617	0	0	0.0183100845637242	0	0.27071458804972	0.0278230410605049	0.305854928388761	0.251701353977334	0	0	0	0.0695545074573945	0	0.878	-0.0281473238306341	1.08523871570919
BAT_32	0.0291251715811987	0	0	0	0.015111321777008	0.148479148123388	0.083765951161753	0.209666715262357	0.457616937263909	0.0149265597458573	0	0.0234219445103854	0.017886250574144	0	0.606	-0.00683180481552996	1.08602013317483
BAT_33	0.0235609180050459	0	0	0.163685323905167	0.0453935228446079	0	0.0554867088316936	0.134938337250671	0.133350157672953	0	0.012071039809906	0	0.270430358535335	0.16108363314462	0.076	0.135207970745705	1.02173967824784
BAT_34	0.00421800838640371	0	0	0.00504442263192371	0.000510447181091886	0.362452115916182	0.00800957940006513	0.332361018153705	0.217965609467715	0	0.0264675272115154	0.0089010807469058	0.034070190904493	0	0.17	0.0794311671569994	1.05645377248669
BAT_38	0.0207128828104668	0	0	0	0	0.153556605419593	0.0592741075134976	0.435789648117676	0.264790552638904	0.000502494565092619	0	0	0.0653737089347701	0	0.376	0.0245789975403021	1.07230175960751
BAT_39	0.0208064536133863	0	0	0.000574109846387502	0	0.254000497833207	0.0920972997473578	0.322717984213552	0.238010597354489	0.000466368369712759	0	0	0.0713266890219073	0	0.192	0.0710661554002935	1.05360215916878
BAT_42	0.0237779055970244	0	0	0	0.00227269151810059	0.533328298922144	0.0646103633710765	0.0709577205774373	0.218691936047632	0.0184141994837027	0	0	0.0679468844828816	0	0.92	-0.0326476358039452	1.09024411443809
BAT_43	0.0166139960653525	0	0	0	0	0.359916018916205	0.0315676347724808	0.310133684599193	0.239803939878372	0.0155786876747194	0.00994851722516103	0.0116026516748544	0.00483486919366224	0	0.176	0.0752374463157247	1.05828365357499
BAT_45	0.00722717346579613	0	0	0	0	0.692030347495786	0.0163194573552575	0.0409959024453905	0.211793720424675	0.00466730488375495	0.0168543122194524	0.00298932138124401	0.00712246032864383	0	0.694	-0.0140974048139647	1.10117153392798
BAT_48	0.0485144098738011	0	0.000930265377585617	0.00829418580611333	0.00526054537104653	0	0.0741322131905619	0.511617995581605	0.329104430865492	0	0	0	0.0221459539337937	0	0.618	-0.00789242206246274	1.08733344761964
BAT_49	0.0297532115255526	0	0	0	0.0061117349078305	0.404088986751768	0.129863144333768	0.035421006141049	0.25440422452487	0.00286246722705149	0	0	0.112586185112305	0.0249090394758061	0.95	-0.0380598212465299	1.08540526839503
BAT_50	0.0160870023106912	0	0	0.0149202744826992	0.408301718314425	0	0.0597513528790568	0.138193089392012	0.109251136764756	0.0252589644678011	0	0	0.158305694648402	0.0699307667401565	0.042	0.165405927415086	1.04472984286132
BAT_53	0.0801006531148678	0	0	0.0744263447505798	0	0.137551003762863	0.0756525524119278	0.00410817289644068	0.454567519742219	0.0629465477697385	0	0	0.110647205551363	0	0.688	-0.0137584162032616	1.07516342866422
BAT_54	0.0618528702640811	0	0	0	0.0002755505702132	0.136196982935286	0.0803097869332864	0.259560695165743	0.36097101401487	0.0527927697283369	0	0	0.0480403303881831	0	0.762	-0.0189991075820466	1.08079952731997
BAT_57	0.0806991474882158	0	0	0.0343521540854428	0.00624322666253884	0.330515889486172	0.156441656446671	0	0.221439516038342	0.015335448751379	0	0	0.154972961041239	0	0.972	-0.0452498807151271	1.08151954016572
BAT_59	0.0337514217855365	0	0	0.00395173762826231	0	0.20313612876903	0.14660217884259	0.278298481852745	0.236052367931001	0.0333841168689079	0	0	0.0471070532307089	0.0177165130912191	0.726	-0.0162234400507513	1.08360426051967
BAT_63	0.009646612775506	0	0	0.0302060272522849	0	0.199598953863222	0.14825512571929	0.151817140993631	0.175348281735054	0.0393236033061809	0	0	0.245804254354831	0	0.526	0.00221071376468288	1.06458233528475
BAT_64	0.0689866708865058	0	0	0.125988424031427	0.035064775991232	0.0204643100260244	0.129593472448888	0.057933092751529	0.304957627856998	0	0	0	0.21887158097599	0.0381400450314056	0.454	0.0126245674405171	1.0580989027991
BAT_7	0.111043381775873	0	0	0	0	0	0.115814124640592	0.366336217662911	0.334663730021447	0.0135122138131082	0	0	0.0586303320860686	0	0.41	0.0188743440912753	1.07323288520303
BAT_8	0.0662027964118127	0	0	0.00790519082978995	0	0	0.13447294758841	0.388226300926286	0.328950064125463	0.005880030480101	0	0	0.068362669638137	0	0.584	-0.00370590383362175	1.07976603730839
BAT_9	0.0815876263030723	0	0	0.102207020753274	0	0.183498061724681	0.112992478042294	0.116338130696067	0.37473096236274	0.00393698386838943	0	0	0.0199102339653935	0.00479850228408997	0.616	-0.00782029809794895	1.07771068958578
